review_id,review_date,exp_date,sent_count,review_month,exp_month,review_body,Aspects,Sentiments,Opinion_Words,review_likes,author_loc,author_country,author_name
Taj_NEU_338,28-Feb-16,Feb-16,13,February,February,"If you come to Agra of course you are going to do the Taj , but you cannot help feeling they know that . Compared to all of the other places have visited during our time in India this was not only by far the most expensive , but also the worst managed and quickest to do . Once you have taken a few snaps and walked around a bit ( 20 minutes max ) you then enter the tomb where the squeeze you through a tiny door and cram you in and minutes later , you are done . that is it . Then out you go to snap a few more and leave . Realistically you could competently do this in under an hour , but you feel the need to drag it out more because it cost you so much ! It was about 7.50 when we went and considering most attractions and between 2-3 , 5 at tops with an audio guide , it is a lot . Then add that you only need an hour and it left a bad taste . It is pretty and stunning in many ways and it is something to do just because but be aware of the cost . Our advice ? Get up and see the Agra Fort in the morning , where you buy a combo ticket for both saving you about 50p . Then , because you have already got the Taj ticket , enter from the south gate ! If you do not have a ticket prior the east gate means you have to walk a kilometre to get your ticket before walking a kilometre back so avoid that one !",,,,22,"Beccles, United Kingdom",United Kingdom,TarrVeryMuch
Taj_NEU_339,26-Feb-16,Jan-16,8,February,January,I visited the Taj in 2011 and then again in January 2016 and both the times was appalled to see the way the monument was maintained . On one side the thriving pollution was spoiling the structure and on the other side the vicinity and approach roads to the architectural wonder was in shambles . Nothing changed in my recent visit in January 2016 either . All the dirt and filth was intact and the local people who were more or less touts were as shameless as ever . The place is always crowded and I neither felt heavenly nor felt elated to visit the monument . All I could think of - was the harrowing time I had due to the negligent behavior of those running the show and the pathetic management of the overall place . I am surprised that of the total reviews that I see on Trip Advisor 83 % have rated the Taj as Excellent and only 0.38 % felt it was terrible . I for myself would rate it as an average because I still feel that the onus of responsibility and ownership would someday dawn on the tourism ministry of my beloved country and they would do something to restore the glory of this beautiful architectural wonder .,,,,287,"Pune, India",India,Sachin0408
Taj_NEU_340,26-Feb-16,Jan-16,1,February,January,The best place to actually view the Taj Mahal is from behind if you cross the river and go into the park on the other side of the river bank there you can look in peace .,,,,15,"Mapusa, India",India,Ocado
Taj_NEU_341,24-Feb-16,Feb-16,6,February,February,"If you are a non Indian and go there your self , Remember to ignore anyone come to you . Yes , anyone , ignore any one who tell you they are tour guide and can help you to get in fast without wait for the long line . You have to buy Rp 700 high value ticket Yes , Just buy by your self at Ticket window . This high price ticket is not avoidable but gives you some privilege including exclusive fast entranceYes , at First , you do not have follow the long line with locals for long way long time waiting by slow security check , that will scare me ( do not go with crowed locals line , find a board or sight of High Value Ticket entrance . secondly , when you going in to hall of TOMB , you also get privilege to get up with your expensive ticket , bit local will for another long line to get up . thirdly , You expensive give you the complementry to use the toilets free , Locals will Rp 2 or 5 for each time use .",,,,92,"Taipei, Taiwan",Taiwan,poorluxer
Taj_NEU_342,22-Feb-16,Feb-16,7,February,February,"As you all must know that The Taj Mahal from India is one of the Seven Wonders in the world . It is famous for its architecture and beauty . Do visit this place once in your life . Visit with friends , family or couple . You will be pleases to sea this . It is located near to Yamuna River which flow few yard away from The Taj Mahal . The nearest Railway Station is Agra Fort .","""Taj Mahal"",""Seven Wonders of the world"";place,life;friends,family,couple;$;$;$","1,1;1,1;1,1,1;$;$;$","(""famous for architecture"",beauty),$;$,$;$,$,$;$;$;$",3,none,none,MMFAROOQUI
Taj_NEU_343,22-Feb-16,Feb-16,1,February,February,"Taj is very well known across the world but when you look at overall experience with amount of crowd , narrow roads while approaching Taj and filthy Agra roads , it becomes a very average experience , .",,,,11,"Delhi, India",India,lokiez
Taj_NEU_344,21-Feb-16,Oct-15,3,February,October,"Up government should be think about maintenance . Maintenance is zero . Otherwise when you see taj maharaja , it like dream come true .",,,,1,"New Delhi, India",India,asif201137
Taj_NEU_345,19-Feb-16,Jan-16,5,February,January,"I visited Taj in the Month of Jan , 2016 , it was over crowded and miss-managed . Some construction / cleaning process was going on two pillars of it , which was reducing its charm and beauty . I found people was busy in taking selfies , instead of enjoy the beauty of the Taj Mahal . Overall , I found that the Taj is losing its beauty and charm due to the over-crowd and poor administration in handling the crowd .","Taj;pillars;people;Taj,administration","-1;-1;-1;-1,-1","(""over-crowded"", miss-managed0;(""cleaning process was going on"",""reducing its charm and beauty"");""busy in taking selfies"";""losing its beauty and charm due to the over-crowd"",poor",24,"New Delhi, India",India,urmimalaghosh
Taj_NEU_346,18-Feb-16,Dec-15,11,February,December,"Taj Mahal is very beautiful and is a must to go and see when in Agra . The history is amazing and the delicate hand carved work is mind blowing . Do not listen to your tour guide about purchasing from the vendors outside the taj . He will insist that he will take you to a factory where they make replica using genuine marble and gem stones . That is a blatant lie as we were caught with this . We spent almost twice the amount to purchase a miniature taj only to get home and find it broken despite the seller telling us it will never break because it is made of genuine marble . So if you want to buy souvenoirs , go ahead and buy from whomever you want to buy from . Also , clothes are very expensive in Agra . We stayed at four points by Sheraton . Absolutely the best hotel in india thus far . There is lots of fast food outlets , like KFC , Mcdonalds etc .",,,,9,"Johannesburg, South Africa",RSA,Sriasti
Taj_NEU_347,16-Feb-16,Feb-16,11,February,February,"Hi , Went to taj mahal with family . Experience was not very good . Beginning from Agra it was disappointing . No traffic sense at all . Outside taj mahal idiot agents chase you for v.i.p entry and picture taking so badly that you feel like punching them in the face . Govt should do something about such agents . Car parking is around 1 km away , there is no govt arrangement for going to entrance . There also agents take full advantage and charge as much as they like . Inside building is good but again there is no system , one need to cover the shoes with shoe covers but these agents sell used covers and cheat people . Taj mahal was a bad experience . Place of thiefs and burglars , .",,,,60,"Dubai, United Arab Emirates",United Arab Emirates,Vdawar
Taj_NEU_348,16-Feb-16,Feb-16,1,February,February,"We knew that it was a mausoleum and that it would be crowded , but it was not nearly as impressive as we had expected .",,,,41,"San Francisco, California",United States of America,hokona
Taj_NEU_349,14-Feb-16,Feb-16,1,February,February,Taj mahal is nice educational podium are very nicely explains the story it is a sign of love from shahjhan to his begum .,"""educational podium"" ",1,nice,0,"Jaipur, India",India,goodblock
Taj_NEU_350,9-Feb-16,Mar-15,2,February,March,"Taj Mahal is one top most iconic place to visit in the world & If you ever happen to visit India then do not forget to spend some bucks to visit it . And the Taj Mahal is surrounded by a beautiful relaxing green garden , Also it is a good idea to visit Taj Mahal at the morning time to avoid the hot temperature and the long crowd queue , The guide was very knowledgeable and the Taj Mahal truly is a unique piece of fine art which every one should visit !",,,,2,none,none,KIRIWELLAGE R
Taj_NEU_351,8-Feb-16,Feb-16,5,February,February,One of the wonder from 7 wonders of world . Anyone simply in love of the structure of Taj Mahal . Just avoid guide and be aware of photographers . Be aware of pick pocketers . Also VIP's irritate you by sudden direct visit without standing in queue .,"$;structure;guide,photographers;""pick pocketers"";VIP's,queue","$;1;-1,-1;-1;-1,0","$;""in love"";""just avoid"",""be aware"";""be aware"";irritate,$",8,"Pune, India",India,mayurnimbalkar
Taj_NEU_352,6-Feb-16,Nov-15,4,February,November,It was nice to see one of the 7 wonder of the world . But I think the taj mahal has lost its beauty . I do not find anything interesting at there . Nice to see .,$;$;$;$,$;$;$;$,$;$;$;$,2,"Atlanta, Georgia",USA,Edwin A
Taj_NEU_353,3-Feb-16,Jan-16,30,February,January,"So , I would have liked to give 3.5 / 5 if I could . Giving it a 3 feels low . But I will try to justify it ! Basically , it is the Taj Mahal , and it is incredible . the story , the grounds , the construction , the monument itself are all absolutely incredible . But at the same time , I came away disappointed . First problem - it is NOT easy to get to . The closest major airport you can fly to to see the Taj is Delhi . But the Taj is in Agra , which by car is about 3.5-4.5 hours from Delhi . There are also trains , which can get there in about 2 hours , but those are the express trains , and they book up early and do not leave very often . Also it is not the easiest to get to the train stations , figure out where you are going , and then get to the Taj from the closest stop . The biggest problem though is the pollution . Delhi is one of the most polluted cities in the world . So first factor in your 4-8 hours of travel through thick cough-inducing air to get to the Taj . Then expect to have dull hazy pictures of the Taj Mahal istelf , NOT the pictures you will see with beautiful blue skies and perfect clear reflections in the reflecting pool . From the entrance gate , it is honestly like looking through thick fog , and you cannot even see the detail of the incredible stonework facade of the monument . Which will also limit your willingness to stick around in the area and enjoy your visit to the place you worked so hard to see . If you are older , or have breathing problems like Asthma , I would honestly say you might reconsider how badly you want to see the Taj Mahal , but at the very least , bring some medication ! Then there is the hawkers . At the spot you get dropped off to head towards the monuments there are dozens of people looking to convince you to take their rickshaw , or their camel , or their little electric bike to go half a K to the ticket stands . Others try to convince you to take them with you to take your picture . More still trying to be your guide . And then more looking to sell you handfuls of little items . I am used to fighting past hawkers especially in places like this , but these folks were particularly persistent and not friendly at all when you shoot them down . So in the end , would I do it again ? Yes . it is worth it . But I cannot give it a full 4 or 5 because what would otherwise be an incredible experience was more like an incredible thing to see , despite the challenging itself itself . If you do go , be sure to book a guide BEFORE you get to the Taj Mahal . He / she can help you navigate the area , push away the hawkers , and find you the best time of day / location to get a decent picture through the smog .",,,,14,"Orange County, California",United States of America,chrisjl17
Taj_NEU_354,2-Feb-16,Jan-16,6,February,January,"This is a an imposing and impressive monument . However I had 2 concerns at the time of my January ( Indian public holiday ) visit . The first issue was the vast queue of fellow-visitors that made access very slow and also proved stressful in maintaining physical contact with companions . The second and more crucial issue was the high atmospheric pollution level . The sky over Agra ( and for that matter over Delhi perhaps caused largely by short-term unfavorable weather conditions , was smoggy and stagnant , possibly posing a health risk for those susceptible to Asthma . I did appreciate the patience and efficiency of all those connected with oversight of this very famous and revered mausoleum .",,,,16,"Melbourne, Australia",Australia,John R
Taj_NEU_355,27-Jan-16,Jan-16,19,January,January,"Tickets are much more expensive for foreigners . Ours were Rs 750 and locals paid Rs20 . We traveled with 4 Indian citizens and did not know that our tickets also included the fare to catch transport to and from the Taj . Our friend hired a bus for Rs70 to take us without having other passengers share . Coming out after closing cost us more than twice as much as most operators had gone home for the day . As westerners we were targeted by people trying to sell us stuff and offer us guides . We were warned to be very careful of pickpockets . One hawker offended our friend on our way out and made his mother angry . That effectively chased the hawkers away at least while we returned to our car . We were traveling when Security was high and it was a bit scary being separated into foreigners and residents , then male and female . I was alone in line but some American women said they would look after me . Bags are scanned and body pat down is part of the process . Reforming our group for a few photos and we were separated again . Foreigner queue is very quick , but our friends line moved slowly . We could leave our shoes on with shoe protecters that were provided on the more expensive ticketThe Taj Mahal is beautiful - of course . We had a lovely time photographing it and enjoying it is grace and beauty . When we entered the tomb we were quickly taken aside by an older man who used a torch to show us the beautiful stones in the marble . He told us he was not a guide and hurriedly showed us the features , then asked us to pay . A bit of a scam but we just gave him Rs 10 and chalked it up to experience .",,,,15,"Ipswich, Australia",Australia,Annfill
Taj_NEU_356,25-Jan-16,Jan-16,2,January,January,"People should know that the entirety of Uttar Pradesh can be beset with fog in January , which makes for some pretty dismal viewing . Neither moonlight nor sunrise visibility were more than ten feet the last couple days .",,,,14,"Danville, Kentucky, United States",USA,cpbh_13
Taj_NEU_357,19-Jan-16,Jan-16,5,January,January,"We all know exactly what it looks like so , when I finally saw it , my reaction was less Wow than Yup , that is it . Probably the hordes of people all around did not help . It would probably have been a much better experience if we would gone early enough to avoid the crowds but then , in January , it was foggy until 10 in the morning and we would hardly have seen a thing ! I found the glimpses of the Taj through the haze from the fort much more beautiful than the thing itself up close .","$;""hordes of people"";experience,crowds,""foggy until 10 in the morning"";$","$;-1;-1,-1,-1;$","$;""did not help"";""would probably have been a much better"",avoid,""hardly have seen a thing"";$",6,UK,United Kingdom,ClovellyTim
Taj_NEU_358,19-Jan-16,Jan-16,6,January,January,"we had a tour guide for this which was pretty interesting , learnt a lot of history about the building itself as well as the man who had it built and their story . Plus they know the shortcuts to cutting into the queue ! So would definitely recommend a guide ! The architecture itself is wonderful , its pretty and i love how its symmetrical whichever side you look at it . The downside is its too busy , as a tourist you pay such an extortianate amount to get in - whereas the locals pay a mere 20 rupees ! Now that I have seen it , i do not need to see it again .",,,,37,"Devon, United Kingdom",United Kingdom,DaisyN91
Taj_NEU_359,19-Jan-16,Dec-15,5,January,December,"Do not go to Taj Mahal on a weekend . Crowds were pushy and rude . The organization of managing the crowd was poor , and guards were aggressive . The building itself is spectacular . Sadly my visit was seriously impacted by overcrowded chaos .","weekend;Crowds;""organisation of managing the crowd"",gaurds;building;chaos","-1;-1;-1,-1;1;-1","$;(""very pushy"",rude);poor,aggressive;spectacular;overcrowded",23,"Kuala Lumpur, Malaysia",Malaysia,LeeHorbachewski
Taj_NEU_360,14-Jan-16,Jul-15,3,January,July,If you are in Agra visiting the Taj Mahal is a must . But be prepared to find that you are not the only person having the same idea . If you would like to see an equally impressive site and be a bit more alone take a taxi ride to the Tomb of Itimd-ud-Daulah ( Baby Taj ) .,,,,5,"Stockholm, Sweden",Sweden,AlexejCederholm
Taj_NEU_361,12-Jan-16,Feb-15,1,January,February,"Nothing more than I expect , a fortune to get in , jam packed , but it is something you have to do while your in india .",,,,319,"Newcastle upon Tyne, United Kingdom",United Kingdom,Boeing737man
Taj_NEU_362,10-Jan-16,Dec-15,16,January,December,"We were returning to the Taj after an absence of thirty years what a difference ! Up close it becomes obvious why the Taj is one of the wonders of the world , the carvings and architecture are amazing ! However , the condition of the monument is sad , and we were absolutely appalled at the air quality ! The density of the air restricted views . As seems standard in India , visitors disregarded all rules , such as do not touch , do not use flash photography , Stay out of the garden , etc . Unfortunately , all of these forbidden behaviors are contributing to the poor condition of an irreplaceable treasure . In addition , lines were absolutely crazy with everyone pushing to get ahead , attendants had little or no control . Unlike on our previous trip , one is no longer permitted downstairs to the mausoleum . Guests are pushed through the buildings at a rapid pace in half-way policed lines . ( The attendants push people into the area then do not monitor them at all ) . Tickets and lines are two-tier ( 750 rupees for foreigners vs . 20 for locals both lines are seemingly unmanaged . The site is badly overcrowded , detracting from the ability to enjoy this lovely monument . Foot covers are a joke we saw several women wearing them inside their spike-heeled shoes ! Despite efforts to clean and protect the stones , we fear that this beautiful monument is gradually disintegrating . Unfortunately , there is no clear solution to the overcrowding and mistreatment of this treasure .",,,,52,California,United States of America,saritams
Taj_NEU_363,6-Jan-16,Jan-16,4,January,January,A large white marbled mausoleum dedicated to the wife of a Mughal King . I personally think it is a little over-hyped - it is certainly a grand building but I think there are more impressive monuments and architecture across the Indian continent . It was very crowded and air pollution in the area is very bad . We went to the Taj gateway hotel's rooftop restaurant for lunch to get a good view of the Taj and it was so foggy that we could hardly see it .,,,,460,"London, United Kingdom",United Kingdom,LondonglobetrotterJ
Taj_NEU_364,5-Jan-16,Dec-15,6,January,December,"The Taj Mahal is beautiful , no doubt , but it is a pain in the butt to get to . The town of Agra is far from Delhi . We took the train to get there ( be sure to get a first class ticket , bring your own toilet paper ) . Agra is very dirty and the air was hard to breath , the beggars outside the train station were hard to see . Lots of very persistent trinket salesman all around the city , especially around the Taj Mahal . Prepare yourself for the onslaught .",,,,2,"Saint Paul, Minnesota",USA,KCK247
Taj_NEU_365,5-Jan-16,Jan-16,3,January,January,do take a overseas ticket of Rs . 750 even if you are an indian for a smoother visit . otherwise it is too crowded to visit .,,,,21,none,none,Amandeep S
Taj_NEU_366,2-Jan-16,Dec-15,3,January,December,Too much Crowded . Security arrangements especially near the mausoleum makes it the visit more cumbersome . Rather we opted not to visit the mausoleum and enjoyed the magnanimous serenity from outside .,,,,3,"Noida, India",India,thanku2019
Taj_NEU_367,30-Dec-15,Nov-15,3,December,November,"There was little in the way of atmosphere inside the Taj itself - hot , stuffy , noisy and the guards blew whistles ever few seconds to get attention - so much for silence and no photography Outside was the best - looking around the gardens , and enjoying the fountains and pools , but , people , if you throw litter it really , really spoils an otherwise beautiful location . I was mad ! So many throwing down empty water bottles .",,,,4,udaipur,India,janethalford
Taj_NEU_368,28-Dec-15,Mar-15,8,December,March,Taj Mahal is a Mughal Architecture . It is was built by Shah Jahan in the memory of his wife Mumtaz . It is located at the southern bank of Yamuna river in Agra ( Uttar Pradesh ) . This is a large and white marble structure . The dome that surrounds the tomb is nearly 115 feet high . Book a guide and find the knowledge about this attraction . The restaurants near by this wonder are not good . This white marble mausoleum remains closed on Friday .,,,,270,"New Delhi, India",India,Rajivglobaltraveller
Taj_NEU_369,26-Dec-15,Nov-15,7,December,November,"This monument is one of the wonders of the world , and that builds up the expectations . I found it more beautiful in pictures . I was expecting more . Garden in front of Taj are not as grand as it appears in photos . Taj is turning yellow . It definitely needs another bath of Multani mitti . If you are in and around Agra , then do not miss it , but not worth a special trip for the place .",,,,2,India,India,msh v
Taj_NEU_370,26-Dec-15,Nov-15,2,December,November,"This country has a huge issue with corruption and forging documentation . Did not have a great expirence the entire time there were tour guides pestering give us an unforgettable tour , Come on I can read the world heritage site signs , .",,,,2,none,none,agleoni
Taj_NEU_371,21-Dec-15,May-15,2,December,May,"The Taj Mahal is iconic and a must visit at least once in life . However , I found the surrounding area dirty and full of touts .",,,,8,"Chicago, Illinois",United States of America,mt91312
Taj_NEU_372,18-Dec-15,Jan-15,11,December,January,"It is a grand structure . No doubt about it . We loved to see the architecture . Went with my 68 year old mother who finds it difficult to walk distances and especially climb stairs . sadly since there is no wheelchair access route that takes one into the structure itself , she could not get in , and had to stay back inside the campus viewing the structure from outside . WHERE IS INCLUSIVITY HERE ? Also the crowd management is very poor where people push each other to get in and out . My 6 year old son and I were caught amidst the wrestling of tourists . Would suggest that the management takes implements better crowd management strategies , such as letting people in small batches ( say 100 or so at a time ) and leaving a gap between each gap . We visited the place around sunset . the view of sunrise and sunset is wonderful , .",,,,153,"Amsterdam, The Netherlands",The Netherlands,996kk
Taj_NEU_373,11-Dec-15,Nov-15,2,December,November,"DO NOT PY FOR A GUIDE ! The guides are locals looking for a quick buck and they rip you off , there is separate line for non natives that moves in the span of two minutes for the entire thing , you can rent the headphones to listen to the history but the guide is unnecessary and a waste of your money , it is nice to see and say you have done it and it was not what I was expecting but definitely go check it out .",,,,16,"Pompano Beach, Florida",USA,jvilnet
Taj_NEU_374,9-Dec-15,Oct-15,4,December,October,May be because of my lack in interest in monuments but definitely did not find it attractive enough . Food in Agra is pathetic . No good place to visit except for the buildings and the temperature is extreme . The crowd is not too good and the hawkers irritate the tourists to such an extent that you feel like running from the place .,,,,1,"Adelaide, Australia",Australia,Sugestions
Taj_NEU_375,6-Dec-15,Nov-15,5,December,November,"Unfortunately this site appears not to have a restriction on visitor numbers , as for instance does Machu Picchu . Consequently it gets considerably overcrowded , even in the early morning , which is when my wife and I visited . I was disappointed by the lack of respect shown by many , for what is a magnificent and world famous monument . Our visit was blighted by the flippant behaviour of several parties , performing stupid poses for photographs and an abundance of people wielding selfie sticks , with little regard for others wishing to discreetly record their visit . Or perhaps I am just an old fart ?",,,,100,"St Ives, Ringwood",United Kingdom,Anthony A
Taj_NEU_376,2-Dec-15,Dec-15,9,December,December,"The Taj is beautiful . The grounds were well maintained . I do not mind paying extra to maintain this building but unfortunately this sets a precedence with every business in Agra to overcharge foreign guests . The taxi union in Agra has too much power . Why are not there local buses running ? A taxi in the city costs about forty rupees per km . And even then they will not drop you at your destination . Agra is a mess and leaves visitors with a negative impression . I would not recommend coming to a friend , even to see the Taj .",,,,26,"Jaipur, India",India,James G
Taj_NEU_377,1-Dec-15,Aug-15,3,December,August,"Was expecting something more . Definitively should be named a wonder of world , but still you should go and experience it on your own . Better arrive as soon as possible , which mean even before the sun rise ( half an hour ) .",,,,7,"Koszalin, Poland",Poland,Klaudy D
Taj_NEU_378,30-Nov-15,Nov-15,3,November,November,"clouded by the fog , the taj mahal is a bit blurry to be seen clearly . However , there were lesser people for the day i visited - probably because it was one week after Diwali and it was cold and hazey . I took a guide from maria tours and the guide , Aman did a great explanation of the place .",,,,0,"Singapore, Singapore",Singapore,Sibbin88
Taj_NEU_379,25-Nov-15,Nov-15,5,November,November,"it is one of the places that you should to visit , ones in your life . It looks much better on the photos that in real . But the worst it is the way to get there . India in it is thru life - cows , bagrains and hundreds tons of garbage . Be careful of sellers of handicrafts and pikpocketers .",,,,52,"Warsaw, Poland",Poland,Tomasz_z_Warszawy
Taj_NEU_380,20-Nov-15,Oct-15,6,November,October,The Taj Majal from outside is lovely . Inside it was crowded and hot and not much to see . The vendors and photographers outside are so pushy it is difficult to enjoy your experience . In addition this is not wheelchair friendly . If you are coming in a Wheelchair you can not enter the palace unless you walk . I am happy to see the palace and check it off of my bucketlist but all in all it was a stressful experience .,,,,33,"Boston, Massachusetts",USA,Kelsey G
Taj_NEU_381,20-Nov-15,Nov-15,3,November,November,"There should have been someone appointed to manage the crowd and the serpentine queue . Overall a bad experience . That being said , Tejo Mahalaya is truly a wonder of the world .",,,,51,"Abu Dhabi, United Arab Emirates",United Arab Emirates,Vishnu_Ullattil
Taj_NEU_382,17-Nov-15,Jan-15,3,November,January,"Admittedly I was not overly impressed when I got there but the closely you look at the details of the walls , the more I liked it but still wanting more to like it than I should . One annoying thing is if your a tourist , the locals will bother you , I was in a tour group with young Australian females and so many locals wanted pictures with them ! IT find it the locals rather take pictures of the girls rather than what is in front of them .",,,,161,"Sydney, Australia",Australia,sydneyguyrojoe
Taj_NEU_383,14-Nov-15,Nov-15,3,November,November,"So many touts and lines and people , bad pollution , awful restaurants and crowding . Sure , it is beautiful and the gardens are nice but it is so far out of the way I am not sure it is worth it . Notes for foreigners - Audio guides are cheaper than real guides , There is a different window with a far shorter line to buy foreigner tickets , There is also a VIP entry line ( at the Western gate ) which had noone in it so you can walk right inYou cannot take computers or food in so you will have to store them in the cloak room - we used the one at the Western gate ( the Southern gate does NOT have a cloak room despite what the website says ) .",,,,47,none,none,nomadinabigocean
Taj_NEU_384,12-Nov-15,Feb-15,12,November,February,"Visited with friends and though it was a good sight from a distance , It was hardly anything pleasing when you get closer . Some friends were definitely liking it but for most of us it did not appeal in the least . Perhaps where many consider it to be a symbol of love , there are people like me whom it just reminds of mans selfishness . Just to please someone thousands were made to live in misery their entire life . Secondly , the government is not at all bothered about Yamuna which flows behind the monument , perhaps it does not get them any taxes . Frankly , eventhough yamuna was dry and nothing more than muddy water , sight was more beautiful than Taj . I would like to avoid Taj for obvious reasons , first one being too many people . Second , ill treatment of authorities as they push people away when you are tying to stand at a place for few seconds and see around once inside . Third , It smells really bad inside and there is some water dropping over the tomb for god knows what reason . Fourth , there are too many people trying to sell you stuff that you would not even want it just outside Taj . My recommendation ? Get a hotel room near by with view of Taj , it is more beautiful from a distance .",,,,14,"Mumbai, India",India,rrayleigh
Taj_NEU_385,3-Nov-15,Nov-15,1,November,November,"Truely was so superbly xcited when im know im going here , but all my dream was broken into pieces , we woke up at early as 4am to get ready queuing up for ticket , but we endup waiting for d counter to be open at 6am , n local ppeol who came late are cutting on the line from both side , n then we manage to run to d main door just to know tat its only open 6.30 am n we waiting in tis loong line for good solid 1hrs b4 we manage to get in , n that time , d sun its already way up , n d garden are full with tourists , yes taj mahal it self was so majestic , but , .","""local ppeol"",line,""main door"",line,garden,tourists","-1,0,0,-1,-1,0","""came cutting on the line"",$,$,long,""are full with tourists"",$",5,"Penang, Malaysia",Malaysia,anaztravel
Taj_NEU_386,3-Nov-15,Oct-15,1,November,October,taj mahal is a best place made by shsh jahan for the wife mumtaz begum with wonderfull golds and its a huge things to see inside taj mahal and back of taj mahal its a dam .,,,,0,"Bengaluru, India",India,marbaazkhanfaizankha
Taj_NEU_387,3-Nov-15,Oct-15,4,November,October,"Very busy , but that is understandable . Magnificent building and gardens , glad we went . Although alot of hassle from people offering photos and guided tours . Also , do not get the audio guide , the machines are rubbish , and my partners earphones were clogged up with someone's ear wax .",,,,10,London,United Kingdom,Engtech10
Taj_NEU_388,28-Oct-15,Oct-15,5,October,October,Good to go for the typical Taj mahal picture but this place is so crowded . It is extremely over priced . Entering is confusing - you have paid 75 times the price compared to a local ticket and you may accidently spend hours waiting in line because the tourist line is not clearly marked . Honestly - would not go again but happy i did go . If it is out of your way when you go to India do not rush to go see it but if you are in Delhi / rajasthan it is worth the trip .,"""Taj Mahal picture"",place;""over priced"";Entering,""tourist line"";$;trip","1,-1;-1;-1,-1;$;1","typical,""so crowded"";extremely;confusing,""not clearly marked"";$;worth",22,none,none,Matthew P
Taj_NEU_389,19-Oct-15,Nov-14,3,October,November,"Its a good place to visit as its among the world's best Monuments , so many Travelers comes here from whole world . its a good place for taking photo as rooms are locked if want to study history its available in small museum . but still I recommend to visit .",,,,3,"Vadodara, India",India,gashah143
Taj_NEU_390,17-Oct-15,Aug-15,1,October,August,Amazing but was my dream and I was a little disappointed Off course I liked but I expected much more I suggest everyone to go and visit the Agra Fort which is really amazing .,,,,2,"Milan, Italy",Italy,ElyzeeMilano
Taj_NEU_391,12-Oct-15,Jul-15,3,October,July,Its a nice place to visit and hangout with your friends and family . Avoid on a very hot day . You will like this monument .,,,,10,"National Capital Territory of Delhi, India",India,Anshu1234567890
Taj_NEU_392,7-Oct-15,Aug-15,3,October,August,"Beautiful authentic place with a lovely story to tell . I would not call it a universe wonder , I think it was much more impressive when it was built . Also I do recommend to check the weather first , because I was there in the burning heat which made it a shorter visit .",,,,2,Israel,Israel,Yael A
Taj_NEU_393,24-Sep-15,Mar-15,3,September,March,"I am a nature lover and I do not like a man made things a lot . But this is not a place to visit . It is a total waste of time , but the art is good .",,,,1,none,none,Mark S
Taj_NEU_394,23-Sep-15,Sep-15,4,September,September,"Bit over-rated in my eyes but still a magnificent structure . I found the monkeys and squirrels more entertaining . If you are on a bit of a budget trip its something you could miss . The king who built it must of been one whipped bloke to his missus , .","structure;monkeys,squirrels;$;$","1;1,1;$;$","(""bit overrated "",""but still magnificent"");""more entertaining"",""more entertaining"";$;$",17,"Adelaide, Australia",Australia,curiouskats2015
Taj_NEU_395,14-Sep-15,Sep-15,10,September,September,We woke up at 4.30 am in the morning and left by 5.30 am for the ticket counter . At 6 am the gates opened and we saw the Taj change colours . Its a lifetime worth experience . But there are a few things to be noted . Beware of touts who want to click your photo with the Taj in the back drop . They charge around 20-40 per pic and that is absurd . The approach you claiming to click only one photo and there you are in their web of lies . They do know some best positions for clicking some of the greatest photo but they will ruin mood by buggering you . And there are different gates for entry of foreign tourists into the tomb . that is racial discrimination against your own country men .,,,,37,India,India,Mandy_Mondo
Taj_NEU_396,13-Sep-15,Jul-15,2,September,July,Was expecting to see one of the 7 wonders but not as breath taking as anticipated ! Worth a visit but there are more impressive things to see in India !,,,,7,"Geneva, Switzerland",Switzerland,Julbah
Taj_NEU_397,11-Sep-15,May-15,1,September,May,"Nothing overwhelming , most of the people come here just to pose in front of taj for selfies , above all its very hot , .",,,,3,Jalgaon,India,hiteshkkk
Taj_NEU_398,11-Sep-15,Aug-15,6,September,August,"My wife and I went on a day tour to go see the taj mahal in Agra , India . First getting to the actual grounds of the taj mahal is a hassle , good luck trying to get passed all the street merchants that follow you and try to sell you stuff and it is a bit overcrowded , but what else can you expect from a over populated country . Another thing is that foreigners have to pay more on the entrance fees than the citizens . Also beware of pickpockets while inside the tomb , so that pretty much sums up the bad part of the Taj mahal . Now for the good part , the grounds are well maintained inside , the architecture is wonderful , and overall it looks amazing . Worth the the visit but just keep in mind of a few things that could make your day trip a not so good experience .",,,,12,"Toronto, Canada",Canada,C8490JYdavidb
